ID	Node1	Node2	Length	Diameter	Roughness	MinorLoss	Status
LINK-296	JUNCTION-11943	JUNCTION-11907	458.900000	4.000000	140	0.000000	Open	
LINK-297	JUNCTION-11944	JUNCTION-11943	259.100000	4.000000	140	0.000000	Open	
LINK-298	JUNCTION-11424	JUNCTION-11944	251.500000	4.000000	140	0.000000	Open	
LINK-299	JUNCTION-11950	JUNCTION-11951	952.100000	4.000000	140	0.000000	Open	
LINK-300	JUNCTION-11951	JUNCTION-11950	355.600000	4.000000	140	0.000000	Open	
LINK-301	JUNCTION-11601	JUNCTION-11951	252.900000	6.000000	140	0.000000	Open	
LINK-302	JUNCTION-1726	JUNCTION-1724	359.700000	6.000000	140	0.000000	Open	
LINK-303	JUNCTION-11129	JUNCTION-11952	267.100000	2.000000	140	0.000000	Open	
LINK-304	JUNCTION-11131	JUNCTION-11129	267.900000	4.000000	140	0.000000	Open	
LINK-305	JUNCTION-11953	JUNCTION-11954	296.200000	8.000000	140	0.000000	Open	
LINK-306	JUNCTION-4025	JUNCTION-11954	134.000000	8.000000	140	0.000000	Open	
LINK-307	JUNCTION-4008	JUNCTION-11955	285.400000	6.000000	140	0.000000	Open	
LINK-308	JUNCTION-11956	JUNCTION-11958	294.700000	6.000000	140	0.000000	Open	
LINK-309	JUNCTION-11955	JUNCTION-11956	288.100000	6.000000	140	0.000000	Open	
LINK-310	JUNCTION-11959	JUNCTION-4475	649.200000	8.000000	140	0.000000	Open	
LINK-311	JUNCTION-4458	JUNCTION-11959	312.100000	8.000000	140	0.000000	Open	
LINK-312	JUNCTION-11960	JUNCTION-4458	265.000000	8.000000	140	0.000000	Open	
LINK-313	JUNCTION-1721	JUNCTION-1726	303.200000	6.000000	140	0.000000	Open	
LINK-314	JUNCTION-11960	JUNCTION-3928	390.800000	8.000000	140	0.000000	Open	
LINK-315	JUNCTION-11961	JUNCTION-4026	1125.300000	16.000000	140	0.000000	Open	
LINK-316	JUNCTION-11962	JUNCTION-4668	164.100000	6.000000	140	0.000000	Open	
LINK-317	JUNCTION-3963	JUNCTION-11962	432.100000	6.000000	140	0.000000	Open	
LINK-318	JUNCTION-11963	JUNCTION-11964	597.000000	8.000000	140	0.000000	Open	
LINK-319	JUNCTION-10250	JUNCTION-11963	1090.500000	8.000000	140	0.000000	Open	
LINK-320	JUNCTION-11965	JUNCTION-5088	302.000000	12.000000	140	0.000000	Open	
LINK-321	JUNCTION-5125	JUNCTION-11965	229.100000	12.000000	140	0.000000	Open	
LINK-322	JUNCTION-5092	JUNCTION-5124	146.900000	12.000000	140	0.000000	Open	
LINK-323	JUNCTION-8748	JUNCTION-11966	509.600000	2.000000	140	0.000000	Open	
LINK-324	JUNCTION-1727	JUNCTION-1728	555.400000	2.000000	140	0.000000	Open	
LINK-325	JUNCTION-11967	JUNCTION-10842	757.400000	6.000000	140	0.000000	Open	
LINK-326	JUNCTION-8748	JUNCTION-8965	833.400000	2.000000	140	0.000000	Open	
LINK-327	JUNCTION-4271	JUNCTION-4270	130.700000	6.000000	140	0.000000	Open	
LINK-328	JUNCTION-4567	JUNCTION-5080	246.400000	6.000000	140	0.000000	Open	
LINK-329	JUNCTION-4517	JUNCTION-5080	428.300000	8.000000	140	0.000000	Open	
LINK-330	JUNCTION-4563	JUNCTION-4517	230.800000	8.000000	140	0.000000	Open	
LINK-331	JUNCTION-11969	JUNCTION-11970	1191.300000	2.000000	140	0.000000	Open	
LINK-332	JUNCTION-11971	JUNCTION-11972	153.300000	4.000000	140	0.000000	Open	
LINK-333	JUNCTION-4566	JUNCTION-11971	99.900000	4.000000	140	0.000000	Open	
LINK-334	JUNCTION-11972	JUNCTION-11971	154.800000	4.000000	140	0.000000	Open	
LINK-335	JUNCTION-1803	JUNCTION-1707	433.300000	8.000000	140	0.000000	Open	
LINK-336	JUNCTION-1731	JUNCTION-1742	339.500000	8.000000	140	0.000000	Open	
LINK-337	JUNCTION-4784	JUNCTION-4255	352.000000	12.000000	140	0.000000	Open	
LINK-338	JUNCTION-4280	JUNCTION-4255	236.800000	8.000000	140	0.000000	Open	
LINK-339	JUNCTION-11973	JUNCTION-11974	232.900000	6.000000	140	0.000000	Open	
LINK-340	JUNCTION-11974	JUNCTION-4271	189.100000	6.000000	140	0.000000	Open	
LINK-341	JUNCTION-11975	JUNCTION-11976	485.300000	6.000000	140	0.000000	Open	
LINK-342	JUNCTION-4225	JUNCTION-11975	175.000000	6.000000	140	0.000000	Open	
LINK-343	JUNCTION-11977	JUNCTION-4224	355.400000	6.000000	140	0.000000	Open	
LINK-344	JUNCTION-4225	JUNCTION-11973	345.900000	6.000000	140	0.000000	Open	
LINK-345	JUNCTION-11976	JUNCTION-11978	207.800000	6.000000	140	0.000000	Open	
LINK-346	JUNCTION-11978	JUNCTION-4280	230.200000	6.000000	140	0.000000	Open	
LINK-347	JUNCTION-1655	JUNCTION-1753	537.800000	4.000000	140	0.000000	Open	
LINK-348	JUNCTION-11980	JUNCTION-11981	167.600000	6.000000	140	0.000000	Open	
LINK-349	JUNCTION-4319	JUNCTION-4269	572.400000	8.000000	140	0.000000	Open	
LINK-350	JUNCTION-4321	JUNCTION-11982	496.200000	8.000000	140	0.000000	Open	
LINK-351	JUNCTION-11982	JUNCTION-10845	299.000000	8.000000	140	0.000000	Open	
LINK-352	JUNCTION-11983	JUNCTION-4052	341.400000	8.000000	140	0.000000	Open	
LINK-353	JUNCTION-10846	JUNCTION-11984	460.200000	8.000000	140	0.000000	Open	
LINK-354	JUNCTION-4014	JUNCTION-4052	136.100000	8.000000	140	0.000000	Open	
LINK-355	JUNCTION-4052	JUNCTION-11985	196.100000	8.000000	140	0.000000	Open	
LINK-356	JUNCTION-4014	JUNCTION-10849	401.700000	6.000000	140	0.000000	Open	
LINK-357	JUNCTION-11986	JUNCTION-4049	182.700000	8.000000	140	0.000000	Open	
LINK-358	JUNCTION-1764	JUNCTION-1775	301.900000	6.000000	140	0.000000	Open	
LINK-359	JUNCTION-11955	JUNCTION-11986	288.000000	6.000000	140	0.000000	Open	
LINK-360	JUNCTION-4012	JUNCTION-4049	183.500000	12.000000	140	0.000000	Open	
LINK-361	JUNCTION-11987	JUNCTION-11981	456.000000	6.000000	140	0.000000	Open	
LINK-362	JUNCTION-11958	JUNCTION-11987	496.000000	6.000000	140	0.000000	Open	
LINK-363	JUNCTION-11988	JUNCTION-11987	222.800000	6.000000	140	0.000000	Open	
LINK-364	JUNCTION-11981	JUNCTION-4045	180.000000	8.000000	140	0.000000	Open	
LINK-365	JUNCTION-4051	JUNCTION-4045	587.900000	12.000000	140	0.000000	Open	
LINK-366	JUNCTION-11989	JUNCTION-11980	175.000000	6.000000	140	0.000000	Open	
LINK-367	JUNCTION-11986	JUNCTION-11989	317.000000	6.000000	140	0.000000	Open	
LINK-368	JUNCTION-4799	JUNCTION-11991	511.200000	8.000000	140	0.000000	Open	
LINK-369	JUNCTION-1786	JUNCTION-1794	992.900000	24.000000	140	0.000000	Open	
LINK-370	JUNCTION-4799	JUNCTION-3817	531.400000	20.000000	140	0.000000	Open	
LINK-371	JUNCTION-3828	JUNCTION-4741	292.900000	8.000000	140	0.000000	Open	
LINK-372	JUNCTION-4759	JUNCTION-4815	208.100000	6.000000	140	0.000000	Open	
LINK-373	JUNCTION-11958	JUNCTION-11988	298.400000	6.000000	140	0.000000	Open	
LINK-374	JUNCTION-11992	JUNCTION-11993	186.800000	6.000000	140	0.000000	Open	
LINK-375	JUNCTION-11992	JUNCTION-11994	52.200000	6.000000	140	0.000000	Open	
LINK-376	JUNCTION-11995	JUNCTION-11996	542.100000	6.000000	140	0.000000	Open	
LINK-377	JUNCTION-11997	JUNCTION-11994	188.000000	6.000000	140	0.000000	Open	
LINK-378	JUNCTION-11995	JUNCTION-11997	192.400000	6.000000	140	0.000000	Open	
LINK-379	JUNCTION-11994	JUNCTION-11995	114.300000	6.000000	140	0.000000	Open	
LINK-380	JUNCTION-5181	JUNCTION-1795	329.500000	8.000000	140	0.000000	Open	
LINK-381	JUNCTION-11998	JUNCTION-11992	194.600000	6.000000	140	0.000000	Open	
LINK-382	JUNCTION-11998	JUNCTION-11999	278.300000	6.000000	140	0.000000	Open	
LINK-383	JUNCTION-11996	JUNCTION-12000	204.100000	6.000000	140	0.000000	Open	
LINK-384	JUNCTION-12000	JUNCTION-12002	453.800000	6.000000	140	0.000000	Open	
LINK-385	JUNCTION-12002	JUNCTION-12003	300.900000	6.000000	140	0.000000	Open	
LINK-386	JUNCTION-12004	JUNCTION-4859	472.700000	6.000000	140	0.000000	Open	
LINK-387	JUNCTION-12005	JUNCTION-5161	355.800000	8.000000	140	0.000000	Open	
LINK-388	JUNCTION-4708	JUNCTION-5161	239.800000	24.000000	140	0.000000	Open	
LINK-389	JUNCTION-5120	JUNCTION-5118	329.700000	6.000000	140	0.000000	Open	
LINK-390	JUNCTION-4550	JUNCTION-10436	62.800000	6.000000	140	0.000000	Open	
LINK-391	JUNCTION-1796	JUNCTION-1797	1061.400000	4.000000	140	0.000000	Open	
LINK-392	JUNCTION-12006	JUNCTION-4557	312.600000	4.000000	140	0.000000	Open	
LINK-393	JUNCTION-4546	JUNCTION-4557	62.500000	4.000000	140	0.000000	Open	
LINK-394	JUNCTION-12006	JUNCTION-4558	168.100000	4.000000	140	0.000000	Open	
LINK-395	JUNCTION-10436	JUNCTION-12006	122.600000	4.000000	140	0.000000	Open	
LINK-396	JUNCTION-12007	JUNCTION-12008	51.400000	8.000000	140	0.000000	Open	
LINK-397	JUNCTION-12009	JUNCTION-12010	256.800000	6.000000	140	0.000000	Open	
LINK-398	JUNCTION-12010	JUNCTION-12009	934.600000	4.000000	140	0.000000	Open	
LINK-399	JUNCTION-12011	JUNCTION-4710	385.400000	2.000000	140	0.000000	Open	
LINK-400	JUNCTION-2179	JUNCTION-12013	935.800000	4.000000	140	0.000000	Open	
LINK-401	JUNCTION-12014	JUNCTION-12015	338.900000	2.000000	140	0.000000	Open	
LINK-402	JUNCTION-1797	JUNCTION-1804	293.200000	6.000000	140	0.000000	Open	
LINK-403	JUNCTION-12014	JUNCTION-4710	333.400000	4.000000	140	0.000000	Open	
LINK-404	JUNCTION-4698	JUNCTION-12014	651.400000	4.000000	140	0.000000	Open	
LINK-405	JUNCTION-4725	JUNCTION-4698	728.500000	12.000000	140	0.000000	Open	
LINK-406	JUNCTION-12016	JUNCTION-4735	221.900000	4.000000	140	0.000000	Open	
LINK-407	JUNCTION-12016	JUNCTION-12017	608.000000	4.000000	140	0.000000	Open	
LINK-408	JUNCTION-4735	JUNCTION-12018	623.200000	2.000000	140	0.000000	Open	
LINK-409	JUNCTION-12019	JUNCTION-12020	316.100000	8.000000	140	0.000000	Open	
LINK-410	JUNCTION-12021	JUNCTION-2006	295.400000	6.000000	140	0.000000	Open	
LINK-411	JUNCTION-2012	JUNCTION-12022	606.900000	6.000000	140	0.000000	Open	
LINK-412	JUNCTION-12022	JUNCTION-3929	160.400000	6.000000	140	0.000000	Open	
LINK-413	JUNCTION-1804	JUNCTION-1796	1386.300000	4.000000	140	0.000000	Open	
LINK-414	JUNCTION-12024	JUNCTION-3898	301.200000	6.000000	140	0.000000	Open	
LINK-415	JUNCTION-3898	JUNCTION-6307	740.800000	4.000000	140	0.000000	Open	
LINK-416	JUNCTION-12025	JUNCTION-12020	199.300000	8.000000	140	0.000000	Open	
LINK-417	JUNCTION-12026	JUNCTION-12027	1297.700000	6.000000	140	0.000000	Open	
LINK-418	JUNCTION-12028	JUNCTION-12025	185.000000	8.000000	140	0.000000	Open	
LINK-419	JUNCTION-12029	JUNCTION-12030	168.000000	6.000000	140	0.000000	Open	
LINK-420	JUNCTION-12031	JUNCTION-12016	623.400000	4.000000	140	0.000000	Open	
LINK-421	JUNCTION-12032	JUNCTION-12028	239.300000	8.000000	140	0.000000	Open	
LINK-422	JUNCTION-12032	JUNCTION-12033	251.100000	4.000000	140	0.000000	Open	
LINK-423	JUNCTION-12032	JUNCTION-12035	339.800000	4.000000	140	0.000000	Open	
LINK-424	JUNCTION-1815	JUNCTION-12134	251.800000	6.000000	140	0.000000	Open	
LINK-425	JUNCTION-12036	JUNCTION-12037	435.700000	6.000000	140	0.000000	Open	
LINK-426	JUNCTION-12038	JUNCTION-2055	167.200000	6.000000	140	0.000000	Open	
LINK-427	JUNCTION-12039	JUNCTION-2018	129.200000	6.000000	140	0.000000	Open	
LINK-428	JUNCTION-12040	JUNCTION-2018	85.600000	6.000000	140	0.000000	Open	
LINK-429	JUNCTION-2025	JUNCTION-2012	304.500000	6.000000	140	0.000000	Open	
LINK-430	JUNCTION-2031	JUNCTION-12040	29.900000	6.000000	140	0.000000	Open	
LINK-431	JUNCTION-11017	JUNCTION-2031	412.000000	6.000000	140	0.000000	Open	
LINK-432	JUNCTION-12041	JUNCTION-12042	184.800000	8.000000	140	0.000000	Open	
LINK-433	JUNCTION-11017	JUNCTION-12041	157.000000	6.000000	140	0.000000	Open	
LINK-434	JUNCTION-4721	JUNCTION-12039	1248.400000	20.000000	140	0.000000	Open	
LINK-435	JUNCTION-12123	JUNCTION-1826	656.600000	2.000000	140	0.000000	Open	
LINK-436	JUNCTION-12043	JUNCTION-12040	1055.800000	6.000000	140	0.000000	Open	
LINK-437	JUNCTION-12039	JUNCTION-11061	715.300000	20.000000	140	0.000000	Open	
LINK-438	JUNCTION-4719	JUNCTION-11028	152.500000	6.000000	140	0.000000	Open	
LINK-439	JUNCTION-4719	JUNCTION-12044	248.000000	2.000000	140	0.000000	Open	
LINK-440	JUNCTION-12046	JUNCTION-12047	203.800000	8.000000	140	0.000000	Open	
LINK-441	JUNCTION-11421	JUNCTION-12046	287.000000	2.000000	140	0.000000	Open	
LINK-442	JUNCTION-12046	JUNCTION-12048	25.500000	2.000000	140	0.000000	Open	
LINK-443	JUNCTION-12048	JUNCTION-12049	260.500000	2.000000	140	0.000000	Open	
LINK-444	JUNCTION-11646	JUNCTION-11979	1130.400000	4.000000	140	0.000000	Open	
LINK-445	JUNCTION-11657	JUNCTION-12050	378.100000	1.500000	140	0.000000	Open	
LINK-446	JUNCTION-1904	JUNCTION-1334	350.500000	6.000000	140	0.000000	Open	
LINK-447	JUNCTION-1837	JUNCTION-1848	852.000000	6.000000	140	0.000000	Open	
LINK-448	JUNCTION-12223	JUNCTION-11657	451.800000	6.000000	140	0.000000	Open	
LINK-449	JUNCTION-12101	JUNCTION-12051	412.300000	6.000000	140	0.000000	Open	
LINK-450	JUNCTION-12051	JUNCTION-12052	509.400000	4.000000	140	0.000000	Open	
LINK-451	JUNCTION-11919	JUNCTION-12053	579.600000	6.000000	140	0.000000	Open	
LINK-452	JUNCTION-11919	JUNCTION-12054	287.500000	4.000000	140	0.000000	Open	
LINK-453	JUNCTION-12055	JUNCTION-11920	254.400000	6.000000	140	0.000000	Open	
LINK-454	JUNCTION-12058	JUNCTION-12059	411.300000	2.000000	140	0.000000	Open	
LINK-455	JUNCTION-11535	JUNCTION-12058	212.800000	2.000000	140	0.000000	Open	
LINK-456	JUNCTION-11948	JUNCTION-11427	155.100000	6.000000	140	0.000000	Open	
LINK-457	JUNCTION-11427	JUNCTION-12060	261.200000	2.000000	140	0.000000	Open	
LINK-458	JUNCTION-1837	JUNCTION-1859	422.800000	6.000000	140	0.000000	Open	
LINK-459	JUNCTION-12061	JUNCTION-11872	245.000000	6.000000	140	0.000000	Open	
LINK-460	JUNCTION-12061	JUNCTION-11874	559.200000	4.000000	140	0.000000	Open	
LINK-461	JUNCTION-11920	JUNCTION-3880	269.100000	4.000000	140	0.000000	Open	
LINK-462	JUNCTION-11910	JUNCTION-12061	807.700000	6.000000	140	0.000000	Open	
LINK-463	JUNCTION-12055	JUNCTION-12267	290.400000	6.000000	140	0.000000	Open	
LINK-464	JUNCTION-12062	JUNCTION-1826	333.400000	6.000000	140	0.000000	Open	
LINK-465	JUNCTION-12062	JUNCTION-11910	102.800000	6.000000	140	0.000000	Open	
LINK-466	JUNCTION-12267	JUNCTION-12062	135.100000	6.000000	140	0.000000	Open	
LINK-467	JUNCTION-12055	JUNCTION-12063	239.300000	6.000000	140	0.000000	Open	
LINK-468	JUNCTION-12063	JUNCTION-11914	543.400000	6.000000	140	0.000000	Open	
LINK-469	JUNCTION-1848	JUNCTION-1859	632.700000	6.000000	140	0.000000	Open	
LINK-470	JUNCTION-3922	JUNCTION-5674	403.200000	8.000000	140	0.000000	Open	
LINK-471	JUNCTION-3922	JUNCTION-12064	646.200000	2.000000	140	0.000000	Open	
LINK-472	JUNCTION-12065	JUNCTION-1870	256.700000	2.000000	140	0.000000	Open	
LINK-473	JUNCTION-12066	JUNCTION-12067	185.900000	3.000000	140	0.000000	Open	
LINK-474	JUNCTION-12067	JUNCTION-12066	65.500000	4.000000	140	0.000000	Open	
LINK-475	JUNCTION-12069	JUNCTION-10939	791.700000	4.000000	140	0.000000	Open	
LINK-476	JUNCTION-12070	JUNCTION-12071	117.600000	2.000000	140	0.000000	Open	
LINK-477	JUNCTION-9010	JUNCTION-12070	88.800000	4.000000	140	0.000000	Open	
LINK-478	JUNCTION-9010	JUNCTION-8988	143.800000	12.000000	140	0.000000	Open	
LINK-479	JUNCTION-12072	JUNCTION-12073	310.400000	8.000000	140	0.000000	Open	
LINK-480	JUNCTION-1870	JUNCTION-1881	325.500000	2.000000	140	0.000000	Open	
LINK-481	JUNCTION-8988	JUNCTION-12072	189.300000	6.000000	140	0.000000	Open	
LINK-482	JUNCTION-11900	JUNCTION-12074	2129.900000	8.000000	140	0.000000	Open	
LINK-483	JUNCTION-8999	JUNCTION-6837	515.700000	24.000000	140	0.000000	Open	
LINK-484	JUNCTION-6840	JUNCTION-8999	70.100000	24.000000	140	0.000000	Open	
LINK-485	JUNCTION-7527	JUNCTION-12075	237.100000	2.000000	140	0.000000	Open	
LINK-486	JUNCTION-12076	JUNCTION-12077	275.900000	2.000000	140	0.000000	Open	
LINK-487	JUNCTION-7449	JUNCTION-12078	254.100000	2.000000	140	0.000000	Open	
LINK-488	JUNCTION-7515	JUNCTION-12080	152.300000	2.000000	140	0.000000	Open	
LINK-489	JUNCTION-12076	JUNCTION-12081	319.300000	2.000000	140	0.000000	Open	
LINK-490	JUNCTION-11079	JUNCTION-12076	399.400000	4.000000	140	0.000000	Open	
LINK-491	JUNCTION-8138	JUNCTION-7982	8.200000	16.000000	140	0.000000	Open	
LINK-492	JUNCTION-6685	JUNCTION-11079	343.900000	4.000000	140	0.000000	Open	
LINK-493	JUNCTION-12082	JUNCTION-12083	1405.300000	2.000000	140	0.000000	Open	
LINK-494	JUNCTION-978	JUNCTION-12084	260.000000	2.000000	140	0.000000	Open	
LINK-495	JUNCTION-6618	JUNCTION-12083	216.400000	2.000000	140	0.000000	Open	
LINK-496	JUNCTION-12083	JUNCTION-6663	608.400000	2.000000	140	0.000000	Open	
LINK-497	JUNCTION-6618	JUNCTION-6674	532.800000	2.000000	140	0.000000	Open	
LINK-498	JUNCTION-12085	JUNCTION-12086	589.300000	4.000000	140	0.000000	Open	
LINK-499	JUNCTION-6640	JUNCTION-11029	908.000000	24.000000	140	0.000000	Open	
LINK-500	JUNCTION-6663	JUNCTION-12086	271.300000	4.000000	140	0.000000	Open	
LINK-501	JUNCTION-12087	JUNCTION-12088	783.600000	4.000000	140	0.000000	Open	
LINK-502	JUNCTION-7982	JUNCTION-7959	11.500000	8.000000	140	0.000000	Open	
LINK-503	JUNCTION-12086	JUNCTION-12087	670.400000	4.000000	140	0.000000	Open	
LINK-504	JUNCTION-11016	JUNCTION-6674	308.000000	4.000000	140	0.000000	Open	
LINK-505	JUNCTION-12089	JUNCTION-12091	537.400000	2.000000	140	0.000000	Open	
LINK-506	JUNCTION-12091	JUNCTION-12092	227.000000	2.000000	140	0.000000	Open	
LINK-507	JUNCTION-1201	JUNCTION-11011	155.800000	6.000000	140	0.000000	Open	
LINK-508	JUNCTION-978	JUNCTION-12093	295.800000	6.000000	140	0.000000	Open	
LINK-509	JUNCTION-12093	JUNCTION-12094	245.200000	2.000000	140	0.000000	Open	
LINK-510	JUNCTION-12087	JUNCTION-12089	725.100000	2.000000	140	0.000000	Open	
LINK-511	JUNCTION-11005	JUNCTION-12095	469.700000	6.000000	140	0.000000	Open	
LINK-512	JUNCTION-12095	JUNCTION-12096	348.700000	4.000000	140	0.000000	Open	
LINK-513	JUNCTION-1892	JUNCTION-1898	153.800000	2.000000	140	0.000000	Open	
LINK-514	JUNCTION-12097	JUNCTION-11012	294.600000	6.000000	140	0.000000	Open	
LINK-515	JUNCTION-12093	JUNCTION-12097	319.200000	4.000000	140	0.000000	Open	
LINK-516	JUNCTION-12098	JUNCTION-12099	230.500000	6.000000	140	0.000000	Open	
LINK-517	JUNCTION-12097	JUNCTION-6718	557.000000	6.000000	140	0.000000	Open	
LINK-518	JUNCTION-12093	JUNCTION-12098	342.100000	6.000000	140	0.000000	Open	
LINK-519	JUNCTION-6751	JUNCTION-6729	446.800000	4.000000	140	0.000000	Open	
LINK-520	JUNCTION-12100	JUNCTION-12102	1252.300000	4.000000	140	0.000000	Open	
LINK-521	JUNCTION-12102	JUNCTION-6740	317.500000	6.000000	140	0.000000	Open	
LINK-522	JUNCTION-12100	JUNCTION-12102	277.900000	6.000000	140	0.000000	Open	
LINK-523	JUNCTION-6785	JUNCTION-12103	266.100000	2.000000	140	0.000000	Open	
LINK-524	JUNCTION-1905	JUNCTION-1911	525.200000	6.000000	140	0.000000	Open	
LINK-525	JUNCTION-1001	JUNCTION-6774	326.600000	4.000000	140	0.000000	Open	
LINK-526	JUNCTION-11047	JUNCTION-12100	313.600000	6.000000	140	0.000000	Open	
LINK-527	JUNCTION-934	JUNCTION-12104	265.700000	2.000000	140	0.000000	Open	
LINK-528	JUNCTION-11048	JUNCTION-4084	317.400000	4.000000	140	0.000000	Open	
LINK-529	JUNCTION-6777	JUNCTION-12105	440.400000	8.000000	140	0.000000	Open	
LINK-530	JUNCTION-12106	JUNCTION-12107	196.700000	12.000000	140	0.000000	Open	
LINK-531	JUNCTION-12108	JUNCTION-12106	194.100000	12.000000	140	0.000000	Open	
LINK-532	JUNCTION-6746	JUNCTION-12108	80.700000	12.000000	140	0.000000	Open	
LINK-533	JUNCTION-12111	JUNCTION-6747	250.600000	12.000000	140	0.000000	Open	
LINK-534	JUNCTION-1917	JUNCTION-1905	230.200000	8.000000	140	0.000000	Open	
LINK-535	JUNCTION-12113	JUNCTION-12111	196.800000	12.000000	140	0.000000	Open	
LINK-536	JUNCTION-6749	JUNCTION-12113	617.900000	12.000000	140	0.000000	Open	
LINK-537	JUNCTION-12105	JUNCTION-12114	273.700000	8.000000	140	0.000000	Open	
LINK-538	JUNCTION-12114	JUNCTION-12115	327.700000	8.000000	140	0.000000	Open	
LINK-539	JUNCTION-6787	JUNCTION-12115	300.200000	8.000000	140	0.000000	Open	
LINK-540	JUNCTION-12116	JUNCTION-6787	191.600000	8.000000	140	0.000000	Open	
LINK-541	JUNCTION-8760	JUNCTION-8549	277.500000	12.000000	140	0.000000	Open	
LINK-542	JUNCTION-12115	JUNCTION-6757	259.500000	8.000000	140	0.000000	Open	
LINK-543	JUNCTION-12117	JUNCTION-6757	409.400000	8.000000	140	0.000000	Open	
LINK-544	JUNCTION-12118	JUNCTION-12119	340.400000	18.000000	140	0.000000	Open	
LINK-545	JUNCTION-1917	JUNCTION-1922	1556.900000	6.000000	140	0.000000	Open	
LINK-546	JUNCTION-12118	JUNCTION-6379	385.700000	6.000000	140	0.000000	Open	
LINK-547	JUNCTION-7346	JUNCTION-6102	645.500000	4.000000	140	0.000000	Open	
LINK-548	JUNCTION-6078	JUNCTION-12118	532.100000	18.000000	140	0.000000	Open	
LINK-549	JUNCTION-7352	JUNCTION-12120	249.800000	1.000000	140	0.000000	Open	
LINK-550	JUNCTION-7352	JUNCTION-7346	145.500000	6.000000	140	0.000000	Open	
LINK-551	JUNCTION-12121	JUNCTION-12122	916.600000	6.000000	140	0.000000	Open	
LINK-552	JUNCTION-12124	JUNCTION-12121	496.300000	6.000000	140	0.000000	Open	
LINK-553	JUNCTION-12124	JUNCTION-12122	749.700000	6.000000	140	0.000000	Open	
LINK-554	JUNCTION-12125	JUNCTION-7345	711.300000	8.000000	140	0.000000	Open	
LINK-555	JUNCTION-12125	JUNCTION-12124	211.800000	6.000000	140	0.000000	Open	
LINK-556	JUNCTION-1334	JUNCTION-1964	179.000000	8.000000	140	0.000000	Open	
LINK-557	JUNCTION-1928	JUNCTION-1917	256.100000	6.000000	140	0.000000	Open	
LINK-558	JUNCTION-12125	JUNCTION-7276	583.400000	8.000000	140	0.000000	Open	
LINK-559	JUNCTION-12119	JUNCTION-12126	711.800000	18.000000	140	0.000000	Open	
LINK-560	JUNCTION-12126	JUNCTION-6399	1164.700000	18.000000	140	0.000000	Open	
LINK-561	JUNCTION-12127	JUNCTION-12126	35.400000	6.000000	140	0.000000	Open	
LINK-562	JUNCTION-12127	JUNCTION-6782	336.300000	6.000000	140	0.000000	Open	
LINK-563	JUNCTION-12128	JUNCTION-6781	263.600000	6.000000	140	0.000000	Open	
LINK-564	JUNCTION-12129	JUNCTION-12130	621.790000	8.000000	140	0.000000	Open	
LINK-565	JUNCTION-12131	JUNCTION-12129	455.060000	6.000000	140	0.000000	Open	
LINK-566	JUNCTION-12131	JUNCTION-12132	184.800000	6.000000	140	0.000000	Open	
LINK-567	JUNCTION-12132	JUNCTION-12133	151.000000	4.000000	140	0.000000	Open	
LINK-568	JUNCTION-1934	JUNCTION-1928	328.900000	6.000000	140	0.000000	Open	
LINK-569	JUNCTION-12135	JUNCTION-6111	980.500000	36.000000	140	0.000000	Open	
LINK-570	JUNCTION-12136	JUNCTION-12135	751.900000	36.000000	140	0.000000	Open	
LINK-571	JUNCTION-12137	JUNCTION-12138	185.600000	6.000000	140	0.000000	Open	
LINK-572	JUNCTION-12139	JUNCTION-12137	236.000000	6.000000	140	0.000000	Open	
LINK-573	JUNCTION-9332	JUNCTION-6758	427.400000	8.000000	140	0.000000	Open	
LINK-574	JUNCTION-9332	JUNCTION-8771	476.900000	12.000000	140	0.000000	Open	
LINK-575	JUNCTION-12140	JUNCTION-12136	750.600000	36.000000	140	0.000000	Open	
LINK-576	JUNCTION-12138	JUNCTION-12130	277.800000	6.000000	140	0.000000	Open	
LINK-577	JUNCTION-12141	JUNCTION-12139	201.500000	4.000000	140	0.000000	Open	
LINK-578	JUNCTION-12130	JUNCTION-12142	185.100000	8.000000	140	0.000000	Open	
LINK-579	JUNCTION-1940	JUNCTION-1934	526.600000	6.000000	140	0.000000	Open	
LINK-580	JUNCTION-12143	JUNCTION-12144	182.000000	2.000000	140	0.000000	Open	
LINK-581	JUNCTION-12144	JUNCTION-12143	67.600000	2.000000	140	0.000000	Open	
LINK-582	JUNCTION-12146	JUNCTION-12147	187.100000	2.000000	140	0.000000	Open	
